22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;added_0;added_1;architect_0;architecture_0;area_0;caption_0;governingBody_0;latDegrees_0;latDirection_0;latMinutes_0;latSeconds_0;location_0;location_1;location_2;locmapin_0;longDegrees_0;longDirection_0;longMinutes_0;longSeconds_0;name_0;name_1;nrhpReferenceNumber_0;nrhpType_0;refnum_0;wgs84_pos#lat_0;wgs84_pos#long_0
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2010-01-07;2010-01-07;;Moderne;less than one acre;;Private;40;N;48;3;Eureka,_California;612;;California;124;W;9;53;Eureka Theatre;Eureka Theatre;09001199;;9001199;40.80083333333333;-124.16472222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2005-07-06;2005-07-06;;Early Commercial, Classical Revival;;Building in the district;;28;N;51;13;Eustis,_Florida;Florida;Eustis,_Florida;Florida;81;W;41;7;Eustis Commercial Historic District;Eustis Commercial Historic District;05000654;hd;5000654;28.85361111111111;-81.68527777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-05-12;1983-05-12;Multiple;Mixed;;Eutaw-Madison Apartment House Historic District, March 2012;Private;39;N;18;55;Baltimore;Baltimore,_Maryland;2502;Maryland;76;W;38;18;Eutaw-Madison Apartment House Historic District;Eutaw-Madison Apartment House Historic District;83002931;hd;83002931;39.31527777777778;-76.63833333333334
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1989-07-05;1989-07-05;"Smith,F. Patterson; Blaikie,Dexter";Colonial Revival, Bungalow/Craftsman, Other;;Everett Avenue and Niles Lane;Private;42;N;26;43;Winchester,_Massachusetts;Winchester,_Massachusetts;;Massachusetts;71;W;8;49;Everett Avenue--Sheffield Road Historic District;Everett Avenue--Sheffield Road Historic District;89000661;hd;89000661;42.445277777777775;-71.14694444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2003-05-29;2003-05-29;;Federal, Gothic Revival;485587.70688;Everett Historic District, July 2006;Federal_architecture;40;N;0;47;Everett,_Pennsylvania;Roughly bounded by W. Fifth, Borough, Hill Sts., River Ln., South St. Barndollar Ave., Everett, Pennsylvania;;Pennsylvania;78;W;22;19;Everett Historic District;Everett Historic District;03000492;hd;3000492;40.01305555555555;-78.37194444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1993-01-14;1993-01-14;;Late Victorian;68791.591808;;National Park Service;41;N;12;16;;;;Ohio;81;W;34;29;Everett Historic District;Everett Historic District;93001467;hd;93001467;41.20444444444445;-81.57472222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2001-09-22;2001-09-22;;;;;;25;N;51;24;Everglades,_Florida;Florida;Everglades,_Florida;Florida;81;W;23;8;Everglades Laundry;Everglades Laundry;01001012;;1001012;25.856666666666666;-81.38555555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1985-01-11;1985-01-11;;Bungalow/Craftsman, Other, Late 19th And 20th Century Revivals;404656.4224;;Local;;N;;;Memphis,_Tennessee;Tennessee;Memphis,_Tennessee;Tennessee;;W;;;Evergreen Historic District;Evergreen Historic District;85000080;hd;85000080;35.1479;-90.0072
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1991-07-09;1991-07-09;Multiple;Mid 19th Century Revival, Late 19th And 20th Century Revivals, Late Victorian;465354.88576;;Private;40;N;41;32;Elizabeth,_New_Jersey;Hillside,_New_Jersey;Newark,_New_Jersey;New Jersey;74;W;12;39;Evergreen Cemetery;Evergreen Cemetery;91000882;;91000882;40.69222222222222;-74.21083333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2009-08-14;2009-08-14;;;;;;42;N;20;23;Brighton,_Massachusetts;2060;;Massachusetts;71;W;9;40;Evergreen Cemetery;Evergreen Cemetery;09000612;;9000612;42.33980555555556;-71.16111111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2002-04-01;2002-04-01;Dexter, Stephen;;207184.0882688;Evergreen Cemetery, February 2012;Local;42;N;6;26;Owego_(village),_New_York;East Ave., bet. Erie St. and Prospect St., Owego, New York;;New York;76;W;15;55;Evergreen Cemetery;Evergreen Cemetery;02000305;;2000305;42.10722222222222;-76.26527777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1993-02-04;1993-02-04;Evon Zartman Vogt;Bungalow/Craftsman, Other;;;Private;35;N;7;15;;;;New Mexico;108;W;29;0;Evon Zartman Vogt Ranch House;Evon Zartman Vogt Ranch House;92001819;;92001819;35.12076111111111;-108.48336111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-11-29;1984-11-29;;Early Commercial;;;Private;30;N;26;25;Florida;Tallahassee,_Florida;Florida;Florida;84;W;16;50;Exchange Bank Building;Exchange Bank Building;84000262;;84000262;30.440277777777776;-84.28055555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-01-03;1978-01-03;Unknown;No Style Listed;;;Private;38;N;42;10;;;;Maryland;75;W;46;37;Exeter;Exeter;78001448;;78001448;38.702777777777776;-75.77694444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1991-03-28;1991-03-28;Unknown;No Style Listed;;Exposition Park Rose Garden, 2008;State;34;N;1;1;Exposition_Park_(Los_Angeles);Los_Angeles;Los_Angeles,_California;California;118;W;17;6;Exposition Park Rose Garden;Exposition Park Rose Garden;91000285;hd;91000285;34.01694444444445;-118.285
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1985-07-19;1985-07-19;Unknown;Colonial Revival;;;Private;;;;;North_Kingstown,_Rhode_Island;North_Kingstown,_Rhode_Island;;Rhode Island;;;;;Ezekial Gardner House;Ezekial Gardner House;85001654;;85001654;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1972;;;;;;;;;;;Newport,_Rhode_Island;Rhode_Island;Newport,_Rhode_Island;;;;;;;;72000116;;72000116;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-03-22;1984-03-22;;;;;Private;27;N;20;11;Florida;Sarasota,_Florida;Florida;Florida;82;W;32;46;F.A. DeCanizares House;F.A. DeCanizares House;84003833;;84003833;27.336388888888887;-82.54611111111112
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1997-09-25;1997-09-25;;Georgian, Greek Revival;;LeMoyne House in Washington, Pennsylvania;Private;40;N;10;8;Washington,_Pennsylvania;49;;Pennsylvania;80;W;14;36;F. Julius LeMoyne House;F. Julius LeMoyne House;97001271;nhl;97001271;40.16888888888889;-80.24333333333334
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1988-03-24;1988-03-24;Multiple;Bungalow/Craftsman, Late 19th And 20th Century Revivals, Modern Movement;485587.70688;;Private;33;N;27;41;Phoenix,_Arizona;McDowell Rd., Seventh Ave., Roosevelt St. and Sixteenth Ave., Phoenix, Arizona;;Arizona;112;W;5;15;Story, F. Q., Neighborhood Historic District;Story, F. Q., Neighborhood Historic District;88000212;hd;88000212;33.46138888888889;-112.0875
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2000-11-22;2000-11-22;;Federal, Greek Revival, et al.;283259.49568;;Local;42;N;50;5;Fabius,_New_York;Roughly bounded by N. West St., Mill St., Keeney St., and Fabius Town Line, Fabius, New York;;New York;75;W;59;12;Fabius Village Historic District;Fabius Village Historic District;00001409;hd;1409;42.834722222222226;-75.98666666666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-07-10;1984-07-10;;;10116.41056;;Private;35;N;51;5;South_Thomasville,_North_Carolina;NC 109, SR 2072 and 2070, South Thomasville, North Carolina;;North Carolina;80;W;4;42;Fair Grove Methodist Church Cemetery;Fair Grove Methodist Church Cemetery;84002004;;84002004;35.85138888888889;-80.07833333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1971-03-24;1971-03-24;;Greek Revival, Romanesque;242793.85344;;Local;41;N;8;38;Fairfield,_Connecticut;Old Post Rd. from Post Rd. to Turney Rd., Fairfield, Connecticut;;Connecticut;73;W;14;59;Fairfield Historic District;Fairfield Historic District;71000897;;71000897;41.14388888888889;-73.24972222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1971-11-05;1971;;;;;Private;;;;;;;;;;;;;Fairfield Township Works I;Fairfield Township Works I;71000631;;71000631;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1977-08-19;1977-08-19;;;;Fairhaven;;;N;;;Roughly bounded by 10th and 13th Sts., Columbia and Larrabee Aves.;;;Washington;;W;;;Fairhaven Historic District;Fairhaven Historic District;77001363;hd;77001363;48.71805555555556;-122.50694444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-09-09;1982-09-09;Multiple;Chicago, art deco, other;;;Local;;;;;Atlanta;Atlanta,_GA;Atlanta;Georgia;;;;;Fairlie-Poplar Historic District;Fairlie-Poplar Historic District;82002416;hd;82002416;33.7569;-84.3902
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1995-08-15;1995-08-15;;Late 19th And Early 20th Century American Movements, Late 19th And 20th Century Revivals;291352.624128;;Mixed;39;N;28;57;Fairmont,_West_Virginia;Along Jackson, Adams, Washington and Quincy Sts. and Cleveland and Fairmont Aves., Fairmont, West Virginia;;West Virginia;80;W;8;39;Fairmont Downtown Historic District;Fairmont Downtown Historic District;95001008;hd;95001008;39.4825;-80.14416666666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1990-04-05;1990-04-05;;Late 19th and Early 20th Century American Movements, Late 19th and 20th Century Revivals, Late Victorian;1375831.83616;;Private;32;N;43;30;Fort_Worth,_Texas;Roughly bounded by Magnolia, Hemphill, Eighth, and Jessamine, Fort Worth, Texas;;Texas;97;W;20;15;Fairmount--Southside Historic District;Fairmount--Southside Historic District;90000490;hd;90000490;32.725;-97.3375
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2011-11-18;;;;582705.248256;;;;;;;;;;;;;;;Fairmount Heights Historic District;;11000821;;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-12-20;1996-12-20;;Queen Anne, Italianate, Greek Revival;1655044.767616;;Private;40;N;43;8;;;;New Jersey;74;W;46;34;Fairmount Historic District;Fairmount Historic District;96001470;hd;96001470;40.71888888888889;-74.7761111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1987-02-27;;;;;;;;;;;Pennsylvania;Philadelphia;;;;;;;Fairmount Rowing Association;Fairmount Rowing Association;;;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2009-09-16;2009-09-16;;;;;Local;42;N;14;44;Hyde_Park,_Boston;Hyde_Park,_Massachusetts;45;Massachusetts;71;W;8;25;Fairview Cemetery;Fairview Cemetery;09000717;;9000717;42.245555555555555;-71.1403611111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1979-12-18;1979-12-18;;Gothic;4046.564224;;Private;37;N;2;17;;;;Kentucky;86;W;20;37;Fairview Methodist Church;Fairview Methodist Church;79003505;;79003505;37.03805555555556;-86.34361111111112
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2009-02-11;2009-02-11;;;;;Private;;;;;Canton,_Mississippi;1278;;Mississippi;;;;;Fairview School;Fairview School;08000199;;8000199;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-11-07;1996-11-07;Perot, Robeson Lea;Colonial Revival;105210.669824;;Private;39;N;50;52;;;;Pennsylvania;75;W;38;0;Fairville Historic District;Fairville Historic District;96001200;hd;96001200;39.84777777777778;-75.63333333333334
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-04-04;1996-04-04;;;;;Private;30;N;15;32;Columbia_County,_Florida;United_States;Columbia_County,_Florida;Florida;82;W;39;52;Falling Creek Methodist Church and Cemetery;Falling Creek Methodist Church and Cemetery;96000359;;96000359;30.25888888888889;-82.66444444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1998-07-31;1998-07-31;Link_&_Haire;American_Craftsman;;;State;46;N;21;37;723;;;Montana;104;W;16;31;Fallon County Jail;Fallon County Jail;04001435;;4001435;46.360277777777775;-104.27527777777777
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1979-06-14;1979-06-14;"Lambert & Bunnell; Multiple";Greek Revival, Italianate, Queen Anne;283259.49568;;Local;41;N;57;23;Canaan,_Connecticut;Canaan,_Connecticut;;Connecticut;73;W;21;49;Falls Village District;Falls Village District;79002622;hd;79002622;41.95638888888889;-73.36361111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1972-06-19;1972-06-19;;Late Victorian, Colonial, Federal;687915.91808;The Stage Coach Tavern;Private;40;N;8;40;Fallsington,_Pennsylvania;S of U.S. 1, E of New Tyburn Rd., Fallsington, Pennsylvania;;Pennsylvania;74;W;48;58;Fallsington Historic District;Fallsington Historic District;72001099;hd;72001099;40.144444444444446;-74.81611111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-03-27;1996-03-27;"Vaughan, Henry; Olmsted, Frederick Law";Georgian, Federal, Late Victorian;;Village Green Inn;Local;41;N;33;6;Falmouth,_Massachusetts;Falmouth,_Massachusetts;;Massachusetts;70;W;37;22;Falmouth Village Green Historic District;Falmouth Village Green Historic District;96000271;hd;96000271;41.55166666666667;-70.62277777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1985-09-12;1985-09-12;Multiple;Mid 19th Century Revival, Late 19th-20th Century Revivals, Late Victorian;922616.643072;A street in Fan;Local;37;N;33;9;Richmond,_Virginia;Roughly bounded by N. Harrison, W. Main, W. Grace and N. Mullberry Sts., Richmond, Virginia;;Virginia;77;W;27;56;Fan Area Historic District;Fan Area Historic District;85002243;hd;85002243;37.5525;-77.46555555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1984-03-29;1984-03-29;;Neoclassical_architecture;;Fargo's Furniture Store;;;;;;Kaukauna,_Wisconsin;Kaukauna,_Wisconsin;172;;;;;;Fargo's Furniture Store;Fargo's Furniture Store;84003755;;84003755;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1990-02-21;1990-02-21;Multiple;Late 19th And 20th Century Revivals, Bungalow/Craftsman, Moderne;;;Private;42;N;20;52;Newton,_Massachusetts;Roughly bounded by Shornecliffe Rd., Franklin St., Chamberlain Rd., Huntington Rd., and Farlow Rd., Newton, Massachusetts;;Massachusetts;71;W;10;42;Farlow Hill Historic District;Farlow Hill Historic District;90000110;hd;90000110;42.34777777777778;-71.17833333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-07-08;1982-07-08;Multiple;Colonial Revival, Greek Revival, Late Victorian;;Kenrick Park;Local;42;N;21;12;Newton,_Massachusetts;Roughly bounded by Franklin, Park, Church, Center and Wesley Sts. and Maple Ave., Newton, Massachusetts;;Massachusetts;71;W;11;7;Farlow and Kendrick Parks Historic District;Farlow and Kendrick Parks Historic District;82002745;hd;82002745;42.35333333333333;-71.18527777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1992-02-06;1992-02-06;;;60698.46336;"Looking downstream along Farm Creek; the geological exposure is in the eroded hillside at left.";;41;N;0;0;;;;Illinois;89;W;0;0;Farm Creek Section;Farm Creek Section;91002039;nhl;91002039;40.6755;-89.4898
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1989-02-06;1989-02-06;Unknown;Vernacular Commercial;404.6564224;;Private;39;N;4;9;Kentucky;Petersburg,_Kentucky;30101.0;Kentucky;84;W;52;5;Farmers Bank of Petersburg;Farmers Bank of Petersburg;88003261;;88003261;39.06916666666667;-84.86805555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1993-11-19;1993-11-19;;Colonial Revival, Early Commercial;3641.9078016;;Private;35;N;8;24;Booneville,_Arkansas;288;;Arkansas;93;W;55;17;Farmers and Merchants Bank--Masonic Lodge;Farmers and Merchants Bank--Masonic Lodge;93001257;;93001257;35.14;-93.92138888888888
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1995-08-31;1995-08-31;;;;;State;48;N;52;50;223;;;Montana;115;W;3;8;Farmers and Merchants State Bank;Farmers and Merchants State Bank;95001062;;95001062;48.88055555555555;-115.05222222222223
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1972-03-17;1972-03-17;Woodruff,Judah;Greek Revival;;;Local;;;;;Farmington,_Connecticut;Farmington,_Connecticut;;Connecticut;;;;;Farmington Historic District;Farmington Historic District;72001331;hd;72001331;41.72;-72.83
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1989-10-30;1989-10-30;Multiple;Greek Revival, Late Victorian, Federal;;;GENERAL SERVICES ADMINISTRATION;37;N;18;1;Farmville,_Virginia;Roughly bounded by Main, Venable, High, Ely, School, First Ave., Irving, Second Ave., Oak, W. Third St., and  Mill, Farmville, Virginia;;Virginia;78;W;23;55;Farmville Historic District;Farmville Historic District;89001822;hd;89001822;37.30027777777778;-78.39861111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2000-04-27;2000-04-27;;Greek Revival, Gothic;;;Local;42;N;32;44;Cheshire,_Massachusetts;Cheshire,_Massachusetts;;Massachusetts;73;W;11;31;Farnams Village Historic District;Farnams Village Historic District;99000866;hd;99000866;42.54555555555555;-73.19194444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1995-08-25;1995-08-25;;Federal, Greek Revival, Colonial Revival;;;Local;42;N;1;8;Blackstone,_Massachusetts;Blackstone,_Massachusetts;;Massachusetts;71;W;31;56;Farnum's Gate Historic District;Farnum's Gate Historic District;95001039;hd;95001039;42.01888888888889;-71.53222222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-02-16;1996-02-16;;Late 19th And 20th Century Revivals;;;Local;42;N;10;28;Grafton,_Massachusetts;Grafton,_Massachusetts;;Massachusetts;71;W;41;3;Farnumsville Historic District;Farnumsville Historic District;96000052;hd;96000052;42.17444444444445;-71.68416666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1990-12-20;1990-12-20;;Colonial Revival, Greek Revival, Gothic Revival;465354.88576;Court Street, August 2004;Federal;38;N;3;5;Fayetteville,_West_Virginia;Roughly bounded by SR 16, Maple and Fayette Aves., Fayetteville, West Virginia;;West Virginia;81;W;6;25;Fayetteville Historic District;Fayetteville Historic District;90001845;hd;90001845;38.05138888888889;-81.10694444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2008-02-27;2008-02-27;multiple;;48558.770688;1910.0;Federal;;;;;North_Carolina;Raleigh,_North_Carolina;Roughly 100-400 blks. of Fayetteville, 00-100 blks. of W. Hargett, 00 blk. of W. Martin, 100-400 S. Salisbury Sts., Raleigh, North Carolina;North Carolina;;;;;Fayetteville Street Historic District;Fayetteville Street Historic District;07001412;hd;7001412;35.7776;-78.6397
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-09-16;1983-09-16;;Early Republic, Late Victorian;;Historic homes in the Federal Street District;Private;42;N;31;22;Salem,_Massachusetts;Salem,_Massachusetts;;Massachusetts;70;W;53;52;Federal Street District;Federal Street District;83000576;hd;83000576;42.522777777777776;-70.89777777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-11-22;1996-11-22;Frederick_H._Trimble;Vernacular_architecture;;;;27;N;46;0;Fellsmere,_Florida;Florida;22;Florida;80;W;36;11;Fellsmere Public School;Fellsmere Public School;96001368;;96001368;27.766666666666666;-80.60305555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-04-10;1980-04-10;;;less than one acre;Feltons Mill Covered Bridge, 1992;Local;39;N;58;22;East_Providence_Township,_Bedford_County,_Pennsylvania;Township 412, east of Bedford, East Providence Township, Pennsylvania;;Pennsylvania;78;W;17;20;Feltons Mill Covered Bridge;Feltons Mill Covered Bridge;80003413;;80003413;39.97277777777778;-78.28888888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2003-12-10;2003-12-10;Smith, Capt. James;Queen Anne;;;Private;39;N;2;39;Centreville,_Maryland;Centreville,_Maryland;;Maryland;76;W;4;0;Female Seminary;Female Seminary;03001266;;3001266;39.04416666666667;-76.06666666666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1995-04-13;;;;789080.02368;;;;;;;;;;;;;;;Fenwick Historic District;;95000437;;;41.27055555555555;-72.35638888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1973-03-07;1973-03-07;;Victorian_architecture;;Site of the Annex;Private;39;N;6;8;Cincinnati;Cincinnati,_Ohio;Ohio;Ohio;84;W;30;22;Fenwick Club Annex;Fenwick Club Annex;73001458;;73001458;39.10223055555556;-84.50603611111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-07-07;1983-07-07;;;;An empty lot sits where the Ferdinand Ewert Building was;Private;41;N;31;16;Davenport,_Iowa;1107;;Iowa;90;W;35;21;Ferdinand Ewert Building;Ferdinand Ewert Building;83002425;;83002425;41.52111111111111;-90.58916666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1985-02-04;1985-02-04;;;;;;25;N;37;3;Miami-Dade_County,_Florida;United_States;Miami-Dade_County,_Florida;;80;W;24;0;Ferdinand Magellan Railcar;Ferdinand Magellan Railcar;77000401;nhl;77000401;25.6175;-80.4
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1973-07-20;1973-07-20;;Victorian and Frame Vernacular;6069846.336;;;30;N;40;13;Fernandina_Beach,_Florida;Florida;Fernandina_Beach,_Florida;Florida;81;W;27;42;Fernandina Beach Historic District;Fernandina Beach Historic District;73000593;hd;73000593;30.670277777777777;-81.46166666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1994-01-10;1994-01-10;includes T.J. Frost;Italianate, Stick/Eastlake, Queen Anne commercial and mixed use buildings;;Ferndale's Historic Main Street view to north at Ocean Avenue.;Private;40;N;44;36;Ferndale,_CA;Ferndale,_California;Ferndale,_CA;;124;W;15;49;Ferndale Main Street Historic District;Ferndale Main Street Historic District;93001461;hd;93001461;40.743275;-124.2637388888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2005-01-05;2005-01-05;;;less than one acre;;Private;41;N;46;36;Liberty_(town),_New_York;Upper Ferndale Rd. and Ferndale Loomis Rd., Ferndale, New York;;New York;74;W;44;29;Ferndale School;Ferndale School;04001437;;4001437;41.776666666666664;-74.74138888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1999-07-22;1999-07-22;;Mission_Revival_Style_architecture;;;;26;N;42;38;Florida;West_Palm_Beach,_Florida;Florida;Florida;80;W;3;15;Ferndix Building;Ferndix Building;99000861;;99000861;26.710555555555555;-80.05416666666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1985-09-12;1985-09-12;;No Style Listed;;;Private;;;;;South_Kingstown,_Rhode_Island;South_Kingstown,_Rhode_Island;;Rhode Island;;;;;Fernwood Archeological Site, RI-702;Fernwood Archeological Site, RI-702;85002364;;85002364;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1994-06-23;1994-06-23;Alan J. MacDonough;Mission_Revival_Style_architecture;;Bandshell in Ferran Park;Local government;28;N;51;14;Eustis,_Florida;Florida;Eustis,_Florida;Florida;81;W;41;12;Ferran Park and the Alice McClelland Memorial Bandshell;Ferran Park and the Alice McClelland Memorial Bandshell;94000625;;94000625;28.85388888888889;-81.68666666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1974-10-29;1974-10-29;;;12139.692672;;Private;38;N;56;26;Ohio_River;William_H._Zimmer_Power_Station;Along the Ohio River,  below the William H. Zimmer Power Station;Ohio;84;W;16;16;Ferris Site;Ferris Site;74001416;;74001416;38.940555555555555;-84.27111111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1978-09-21;1978-09-21;J. O. Gordon and F. W. Paunack;;;Fess Hotel;;;;;;Madison,_Wisconsin;Madison,_Wisconsin;123;;;;;;Fess Hotel;Fess Hotel;78003204;;78003204;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1973-06-18;1975-01-09;Fort_Ancient;Burial_mound;16186.256896;;Private;;;;;;;;Ohio;;;;;Feurt Mounds And Village Site;Feurt Mounds And Village Site;"73001531; 75002080";;73001531;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2009-08-05;2009-08-05;;;526.05334912;Restored, in August 2009, lacking bell to hang from projecting beam;Private;43;N;52;54;Arrowsic,_Maine;Doubling_Point_Light;Kennebec_River;Maine;69;W;47;58;Fiddler's Reach Fog Signal;Fiddler's Reach Fog Signal;09000594;nrhp;9000594;43.88161111111111;-69.79930555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2000-11-15;2000-11-15;"McDonald, John; et.al.";Late Victorian, Late 19th And 20th Century Revivals;;Field Club Country Club house in the neighborhood;Private;;;;;Omaha,_Nebraska;Omaha,_Nebraska;;Nebraska;;;;;Field Club Historic District;Field Club Historic District;00001380;hd;1380;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1986-06-05;1986-06-05;;;;;Private;27;N;17;11;Florida;Sarasota,_Florida;Florida;Florida;82;W;32;20;Field Estate;Field Estate;86001238;;86001238;27.28638888888889;-82.53888888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1973-12-04;1973-12-04;;;;;Private;38;N;14;42;;;;Kentucky;84;W;34;46;Fielding Bradford House;Fielding Bradford House;73000831;nrhp;73000831;38.245;-84.57944444444445
